GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0021301145,1610612766,Bobcats,CHA,Charlotte,265:00,0.714,0.286,0.521,0.167,0.281,0.115,0.198,0.156,0.354,0.68,0.32,0.667,0.333,0.676,0.324
0021301146,1610612765,Pistons,DET,Detroit,240:00,0.709,0.291,0.504,0.07,0.235,0.113,0.261,0.148,0.435,0.448,0.552,0.556,0.444,0.474,0.526
0021301146,1610612738,Celtics,BOS,Boston,240:00,0.648,0.352,0.505,0.216,0.378,0.072,0.117,0.135,0.288,0.464,0.536,0.857,0.143,0.595,0.405
0021301147,1610612755,76ers,PHI,Philadelphia,240:00,0.709,0.291,0.515,0.119,0.297,0.188,0.188,0.099,0.396,0.654,0.346,1.0,0.0,0.75,0.25
0021301147,1610612751,Nets,BKN,Brooklyn,240:00,0.738,0.263,0.667,0.095,0.171,0.152,0.162,0.2,0.571,0.657,0.343,1.0,0.0,0.707,0.293
0021301148,1610612761,Raptors,TOR,Toronto,240:00,0.667,0.333,0.471,0.137,0.353,0.029,0.176,0.167,0.333,0.458,0.542,0.75,0.25,0.556,0.444
0021301148,1610612749,Bucks,MIL,Milwaukee,240:00,0.886,0.114,0.755,0.102,0.031,0.204,0.214,0.163,0.653,0.73,0.27,1.0,0.0,0.737,0.263
0021301149,1610612752,Knicks,NYK,New York,240:00,0.523,0.477,0.396,0.088,0.495,0.055,0.11,0.242,0.308,0.278,0.722,0.867,0.133,0.545,0.455
0021301149,1610612748,Heat,MIA,Miami,240:00,0.557,0.443,0.431,0.078,0.353,0.137,0.216,0.108,0.353,0.591,0.409,0.75,0.25,0.647,0.353
0021301150,1610612747,Lakers,LAL,Los Angeles,240:00,0.64,0.36,0.598,0.082,0.216,0.134,0.186,0.247,0.515,0.69,0.31,0.857,0.143,0.722,0.278
0021301150,1610612746,Clippers,LAC,Los Angeles,240:00,0.771,0.229,0.617,0.167,0.25,0.225,0.133,0.2,0.45,0.568,0.432,0.7,0.3,0.596,0.404
0021301151,1610612758,Kings,SAC,Sacramento,240:00,0.763,0.237,0.681,0.22,0.165,0.121,0.154,0.088,0.462,0.516,0.484,1.0,0.0,0.583,0.417
0021301151,1610612742,Mavericks,DAL,Dallas,240:00,0.652,0.348,0.495,0.086,0.419,0.129,0.086,0.226,0.409,0.522,0.478,0.846,0.154,0.639,0.361
0021301152,1610612754,Pacers,IND,Indiana,240:00,0.744,0.256,0.614,0.114,0.17,0.091,0.216,0.148,0.5,0.481,0.519,1.0,0.0,0.563,0.438
0021301152,1610612737,Hawks,ATL,Atlanta,240:00,0.63,0.37,0.542,0.187,0.336,0.037,0.121,0.103,0.355,0.414,0.586,0.833,0.167,0.537,0.463
0021301153,1610612745,Rockets,HOU,Houston,265:00,0.633,0.367,0.492,0.077,0.3,0.277,0.208,0.208,0.415,0.406,0.594,0.846,0.154,0.533,0.467
0021301153,1610612743,Nuggets,DEN,Denver,265:00,0.71,0.29,0.592,0.112,0.336,0.176,0.072,0.2,0.48,0.459,0.541,0.786,0.214,0.549,0.451
0021301154,1610612759,Spurs,SAS,San Antonio,240:00,0.714,0.286,0.607,0.25,0.241,0.107,0.152,0.17,0.357,0.559,0.441,0.889,0.111,0.628,0.372
0021301154,1610612763,Grizzlies,MEM,Memphis,240:00,0.837,0.163,0.717,0.217,0.163,0.185,0.12,0.152,0.5,0.515,0.485,1.0,0.0,0.579,0.421
0021301155,1610612762,Jazz,UTA,Utah,240:00,0.849,0.151,0.686,0.196,0.118,0.186,0.196,0.196,0.49,0.657,0.343,1.0,0.0,0.692,0.308
0021301155,1610612744,Warriors,GSW,Golden State,240:00,0.633,0.367,0.538,0.154,0.392,0.215,0.069,0.1,0.385,0.629,0.371,0.706,0.294,0.654,0.346
0021301156,1610612756,Suns,PHX,Phoenix,240:00,0.701,0.299,0.557,0.23,0.27,0.107,0.172,0.066,0.328,0.294,0.706,0.636,0.364,0.378,0.622
0021301156,1610612760,Thunder,OKC,Oklahoma City,240:00,0.619,0.381,0.539,0.174,0.235,0.061,0.226,0.07,0.365,0.387,0.613,0.556,0.444,0.425,0.575
0021301157,1610612757,Trail Blazers,POR,Portland,240:00,0.747,0.253,0.72,0.2,0.15,0.11,0.13,0.1,0.52,0.444,0.556,0.8,0.2,0.488,0.512
0021301157,1610612740,Pelicans,NOP,New Orleans,240:00,0.867,0.133,0.723,0.191,0.128,0.117,0.149,0.202,0.532,0.5,0.5,1.0,0.0,0.553,0.447
0021301158,1610612748,Heat,MIA,Miami,240:00,0.652,0.348,0.598,0.115,0.241,0.103,0.161,0.218,0.483,0.385,0.615,1.0,0.0,0.515,0.485
0021301158,1610612751,Nets,BKN,Brooklyn,240:00,0.662,0.338,0.614,0.136,0.307,0.08,0.08,0.205,0.477,0.185,0.815,0.889,0.111,0.361,0.639
0021301159,1610612762,Jazz,UTA,Utah,240:00,0.724,0.276,0.771,0.145,0.145,0.12,0.084,0.181,0.627,0.375,0.625,1.0,0.0,0.444,0.556
0021301159,1610612742,Mavericks,DAL,Dallas,240:00,0.681,0.319,0.653,0.295,0.284,0.095,0.063,0.084,0.358,0.484,0.516,1.0,0.0,0.6,0.4
0021301160,1610612758,Kings,SAC,Sacramento,240:00,0.829,0.171,0.674,0.283,0.098,0.141,0.228,0.109,0.391,0.355,0.645,0.667,0.333,0.382,0.618
0021301160,1610612760,Thunder,OKC,Oklahoma City,240:00,0.725,0.275,0.486,0.187,0.336,0.103,0.178,0.103,0.299,0.462,0.538,0.917,0.083,0.605,0.395
0021301161,1610612747,Lakers,LAL,Los Angeles,240:00,0.663,0.337,0.462,0.108,0.323,0.292,0.215,0.131,0.354,0.833,0.167,0.929,0.071,0.864,0.136
0021301161,1610612745,Rockets,HOU,Houston,240:00,0.732,0.268,0.621,0.069,0.228,0.2,0.152,0.09,0.552,0.578,0.422,0.636,0.364,0.589,0.411
0021301162,1610612765,Pistons,DET,Detroit,240:00,0.708,0.292,0.5,0.12,0.27,0.1,0.23,0.21,0.38,0.44,0.56,0.889,0.111,0.559,0.441
0021301162,1610612739,Cavaliers,CLE,Cleveland,240:00,0.72,0.28,0.689,0.246,0.27,0.082,0.041,0.123,0.443,0.714,0.286,1.0,0.0,0.774,0.226
0021301163,1610612753,Magic,ORL,Orlando,240:00,0.688,0.312,0.557,0.191,0.287,0.191,0.157,0.165,0.365,0.531,0.469,0.818,0.182,0.605,0.395
0021301163,1610612751,Nets,BKN,Brooklyn,240:00,0.633,0.367,0.505,0.072,0.27,0.054,0.225,0.153,0.432,0.429,0.571,1.0,0.0,0.579,0.421
0021301164,1610612761,Raptors,TOR,Toronto,240:00,0.695,0.305,0.464,0.096,0.288,0.104,0.248,0.088,0.368,0.517,0.483,0.833,0.167,0.61,0.39
0021301164,1610612755,76ers,PHI,Philadelphia,240:00,0.753,0.247,0.632,0.088,0.211,0.132,0.158,0.061,0.544,0.361,0.639,0.875,0.125,0.455,0.545
0021301165,1610612764,Wizards,WAS,Washington,265:00,0.817,0.183,0.818,0.25,0.034,0.136,0.148,0.205,0.568,0.611,0.389,1.0,0.0,0.622,0.378
0021301165,1610612766,Bobcats,CHA,Charlotte,265:00,0.728,0.272,0.511,0.213,0.351,0.043,0.138,0.16,0.298,0.542,0.458,0.909,0.091,0.657,0.343
0021301166,1610612738,Celtics,BOS,Boston,240:00,0.69,0.31,0.515,0.186,0.371,0.062,0.113,0.113,0.33,0.6,0.4,0.833,0.167,0.676,0.324
0021301166,1610612737,Hawks,ATL,Atlanta,240:00,0.697,0.303,0.59,0.19,0.257,0.067,0.152,0.219,0.4,0.71,0.29,0.889,0.111,0.75,0.25
0021301167,1610612748,Heat,MIA,Miami,240:00,0.658,0.342,0.451,0.157,0.441,0.137,0.108,0.157,0.294,0.522,0.478,0.8,0.2,0.632,0.368
0021301167,1610612763,Grizzlies,MEM,Memphis,240:00,0.744,0.256,0.673,0.112,0.196,0.215,0.131,0.271,0.561,0.444,0.556,1.0,0.0,0.535,0.465
0021301168,1610612749,Bucks,MIL,Milwaukee,240:00,0.816,0.184,0.667,0.216,0.118,0.137,0.216,0.127,0.451,0.559,0.441,0.5,0.5,0.553,0.447
0021301168,1610612754,Pacers,IND,Indiana,240:00,0.718,0.282,0.577,0.231,0.317,0.067,0.106,0.106,0.346,0.5,0.5,1.0,0.0,0.634,0.366
0021301169,1610612750,Timberwolves,MIN,Minnesota,240:00,0.788,0.213,0.69,0.161,0.138,0.092,0.172,0.115,0.529,0.467,0.533,0.5,0.5,0.471,0.529
0021301169,1610612741,Bulls,CHI,Chicago,240:00,0.744,0.256,0.588,0.196,0.324,0.039,0.088,0.127,0.392,0.667,0.333,0.818,0.182,0.707,0.293
0021301170,1610612756,Suns,PHX,Phoenix,240:00,0.763,0.238,0.638,0.255,0.287,0.277,0.074,0.17,0.383,0.5,0.5,0.889,0.111,0.59,0.41
0021301170,1610612740,Pelicans,NOP,New Orleans,240:00,0.825,0.175,0.636,0.136,0.205,0.091,0.159,0.148,0.5,0.679,0.321,1.0,0.0,0.735,0.265
0021301171,1610612745,Rockets,HOU,Houston,240:00,0.565,0.435,0.431,0.034,0.388,0.19,0.181,0.129,0.397,0.68,0.32,0.733,0.267,0.7,0.3
0021301171,1610612743,Nuggets,DEN,Denver,240:00,0.723,0.277,0.634,0.098,0.268,0.211,0.098,0.138,0.537,0.615,0.385,0.636,0.364,0.62,0.38
0021301172,1610612758,Kings,SAC,Sacramento,240:00,0.879,0.121,0.687,0.202,0.152,0.111,0.162,0.232,0.485,0.412,0.588,1.0,0.0,0.487,0.513
0021301172,1610612757,Trail Blazers,POR,Portland,240:00,0.693,0.307,0.62,0.24,0.21,0.04,0.17,0.16,0.38,0.645,0.355,0.857,0.143,0.684,0.316
0021301173,1610612760,Thunder,OKC,Oklahoma City,240:00,0.767,0.233,0.617,0.224,0.14,0.131,0.243,0.206,0.393,0.485,0.515,0.4,0.6,0.474,0.526
0021301173,1610612746,Clippers,LAC,Los Angeles,240:00,0.686,0.314,0.554,0.119,0.238,0.228,0.208,0.089,0.436,0.643,0.357,0.625,0.375,0.639,0.361
0021301174,1610612759,Spurs,SAS,San Antonio,240:00,0.614,0.386,0.404,0.11,0.44,0.321,0.156,0.11,0.294,0.455,0.545,0.75,0.25,0.579,0.421
0021301174,1610612742,Mavericks,DAL,Dallas,240:00,0.855,0.145,0.68,0.28,0.15,0.19,0.17,0.2,0.4,0.353,0.647,0.8,0.2,0.41,0.59
0021301175,1610612744,Warriors,GSW,Golden State,240:00,0.739,0.261,0.687,0.182,0.182,0.192,0.131,0.202,0.505,0.441,0.559,0.667,0.333,0.475,0.525
0021301175,1610612743,Nuggets,DEN,Denver,240:00,0.673,0.327,0.58,0.12,0.3,0.21,0.12,0.19,0.46,0.552,0.448,0.7,0.3,0.59,0.41
0021301176,1610612764,Wizards,WAS,Washington,240:00,0.768,0.232,0.688,0.104,0.063,0.188,0.25,0.24,0.583,0.667,0.333,1.0,0.0,0.686,0.314
0021301176,1610612753,Magic,ORL,Orlando,240:00,0.753,0.247,0.651,0.186,0.14,0.14,0.209,0.151,0.465,0.643,0.357,0.75,0.25,0.656,0.344
0021301177,1610612761,Raptors,TOR,Toronto,240:00,0.566,0.434,0.3,0.08,0.45,0.05,0.25,0.11,0.22,0.333,0.667,0.733,0.267,0.533,0.467
0021301177,1610612752,Knicks,NYK,New York,240:00,0.671,0.329,0.537,0.204,0.167,0.148,0.296,0.204,0.333,0.345,0.655,1.0,0.0,0.457,0.543
0021301178,1610612766,Bobcats,CHA,Charlotte,240:00,0.793,0.207,0.718,0.233,0.204,0.117,0.078,0.223,0.485,0.703,0.297,1.0,0.0,0.75,0.25
0021301178,1610612738,Celtics,BOS,Boston,240:00,0.709,0.291,0.566,0.226,0.311,0.142,0.123,0.132,0.34,0.433,0.567,0.818,0.182,0.537,0.463
0021301179,1610612751,Nets,BKN,Brooklyn,240:00,0.725,0.275,0.636,0.114,0.205,0.045,0.159,0.216,0.523,0.571,0.429,1.0,0.0,0.647,0.353
0021301179,1610612737,Hawks,ATL,Atlanta,240:00,0.759,0.241,0.753,0.172,0.032,0.118,0.215,0.118,0.581,0.457,0.543,1.0,0.0,0.472,0.528
0021301180,1610612748,Heat,MIA,Miami,240:00,0.787,0.213,0.592,0.143,0.184,0.184,0.224,0.204,0.449,0.31,0.69,0.833,0.167,0.4,0.6
0021301180,1610612754,Pacers,IND,Indiana,240:00,0.785,0.215,0.535,0.233,0.279,0.081,0.186,0.14,0.302,0.652,0.348,0.625,0.375,0.645,0.355
0021301181,1610612765,Pistons,DET,Detroit,240:00,0.802,0.198,0.714,0.143,0.153,0.163,0.133,0.102,0.571,0.257,0.743,0.6,0.4,0.3,0.7
0021301181,1610612741,Bulls,CHI,Chicago,240:00,0.765,0.235,0.66,0.245,0.142,0.085,0.198,0.142,0.415,0.629,0.371,1.0,0.0,0.675,0.325
0021301182,1610612755,76ers,PHI,Philadelphia,240:00,0.795,0.205,0.695,0.189,0.189,0.168,0.116,0.2,0.505,0.364,0.636,0.667,0.333,0.41,0.59
0021301182,1610612763,Grizzlies,MEM,Memphis,240:00,0.84,0.16,0.667,0.154,0.128,0.154,0.205,0.171,0.513,0.59,0.41,1.0,0.0,0.636,0.364
0021301183,1610612750,Timberwolves,MIN,Minnesota,240:00,0.872,0.128,0.679,0.143,0.08,0.348,0.241,0.25,0.536,0.526,0.474,0.667,0.333,0.537,0.463
0021301183,1610612745,Rockets,HOU,Houston,240:00,0.699,0.301,0.455,0.036,0.3,0.155,0.245,0.145,0.418,0.52,0.48,0.818,0.182,0.611,0.389
0021301184,1610612760,Thunder,OKC,Oklahoma City,240:00,0.841,0.159,0.672,0.19,0.129,0.241,0.198,0.207,0.483,0.59,0.41,1.0,0.0,0.636,0.364
0021301184,1610612740,Pelicans,NOP,New Orleans,240:00,0.791,0.209,0.553,0.149,0.287,0.0,0.16,0.128,0.404,0.577,0.423,1.0,0.0,0.686,0.314
0021301185,1610612749,Bucks,MIL,Milwaukee,240:00,0.81,0.19,0.639,0.151,0.151,0.118,0.21,0.109,0.487,0.421,0.579,0.667,0.333,0.455,0.545
0021301185,1610612739,Cavaliers,CLE,Cleveland,240:00,0.765,0.235,0.655,0.138,0.103,0.233,0.241,0.086,0.517,0.421,0.579,0.5,0.5,0.429,0.571
0021301186,1610612759,Spurs,SAS,San Antonio,240:00,0.688,0.313,0.536,0.232,0.348,0.17,0.116,0.232,0.304,0.467,0.533,0.769,0.231,0.558,0.442
0021301186,1610612756,Suns,PHX,Phoenix,240:00,0.683,0.317,0.577,0.173,0.26,0.163,0.163,0.115,0.404,0.433,0.567,0.556,0.444,0.462,0.538
0021301187,1610612762,Jazz,UTA,Utah,240:00,0.849,0.151,0.687,0.182,0.182,0.172,0.131,0.071,0.505,0.588,0.412,1.0,0.0,0.65,0.35
0021301187,1610612757,Trail Blazers,POR,Portland,240:00,0.747,0.253,0.523,0.126,0.297,0.171,0.18,0.162,0.396,0.517,0.483,0.727,0.273,0.575,0.425
0021301188,1610612747,Lakers,LAL,Los Angeles,240:00,0.685,0.315,0.547,0.211,0.284,0.126,0.168,0.168,0.337,0.538,0.462,1.0,0.0,0.657,0.343
0021301188,1610612744,Warriors,GSW,Golden State,240:00,0.728,0.272,0.571,0.161,0.348,0.232,0.08,0.152,0.411,0.5,0.5,0.846,0.154,0.6,0.4
0021301189,1610612758,Kings,SAC,Sacramento,240:00,0.89,0.11,0.614,0.198,0.119,0.05,0.267,0.089,0.416,0.613,0.387,0.5,0.5,0.6,0.4
0021301189,1610612746,Clippers,LAC,Los Angeles,240:00,0.765,0.235,0.547,0.085,0.231,0.214,0.222,0.068,0.462,0.75,0.25,0.778,0.222,0.756,0.244
0021301190,1610612755,76ers,PHI,Philadelphia,240:00,0.731,0.269,0.686,0.19,0.143,0.162,0.171,0.19,0.495,0.361,0.639,1.0,0.0,0.439,0.561
0021301190,1610612766,Bobcats,CHA,Charlotte,240:00,0.736,0.264,0.577,0.072,0.189,0.099,0.234,0.099,0.505,0.531,0.469,0.857,0.143,0.59,0.41
0021301191,1610612764,Wizards,WAS,Washington,240:00,0.738,0.262,0.615,0.231,0.231,0.173,0.154,0.154,0.385,0.531,0.469,1.0,0.0,0.625,0.375
0021301191,1610612749,Bucks,MIL,Milwaukee,240:00,0.882,0.118,0.593,0.088,0.165,0.099,0.242,0.066,0.505,0.593,0.407,0.8,0.2,0.625,0.375
0021301192,1610612748,Heat,MIA,Miami,240:00,0.658,0.342,0.682,0.188,0.212,0.165,0.106,0.188,0.494,0.483,0.517,0.667,0.333,0.514,0.486
0021301192,1610612737,Hawks,ATL,Atlanta,240:00,0.718,0.282,0.531,0.082,0.306,0.163,0.163,0.296,0.449,0.577,0.423,0.9,0.1,0.667,0.333
0021301193,1610612739,Cavaliers,CLE,Cleveland,240:00,0.8,0.2,0.646,0.141,0.152,0.101,0.202,0.091,0.505,0.563,0.438,0.8,0.2,0.595,0.405
0021301193,1610612738,Celtics,BOS,Boston,240:00,0.667,0.333,0.541,0.162,0.324,0.063,0.135,0.072,0.378,0.567,0.433,0.833,0.167,0.643,0.357
0021301194,1610612740,Pelicans,NOP,New Orleans,240:00,0.75,0.25,0.577,0.192,0.26,0.067,0.163,0.087,0.385,0.4,0.6,0.889,0.111,0.513,0.487
0021301194,1610612745,Rockets,HOU,Houston,240:00,0.635,0.365,0.45,0.0,0.27,0.162,0.279,0.126,0.45,0.52,0.48,1.0,0.0,0.657,0.343
0021301195,1610612756,Suns,PHX,Phoenix,240:00,0.782,0.218,0.571,0.245,0.245,0.214,0.184,0.245,0.327,0.286,0.714,0.75,0.25,0.389,0.611
0021301195,1610612742,Mavericks,DAL,Dallas,240:00,0.696,0.304,0.554,0.178,0.327,0.198,0.119,0.208,0.376,0.429,0.571,0.818,0.182,0.538,0.462
0021301196,1610612762,Jazz,UTA,Utah,240:00,0.835,0.165,0.681,0.128,0.064,0.17,0.255,0.17,0.553,0.563,0.438,1.0,0.0,0.588,0.412
0021301196,1610612743,Nuggets,DEN,Denver,240:00,0.738,0.262,0.554,0.079,0.208,0.228,0.238,0.139,0.475,0.643,0.357,0.714,0.286,0.657,0.343
0021301197,1610612752,Knicks,NYK,New York,240:00,0.691,0.309,0.56,0.32,0.27,0.09,0.17,0.21,0.24,0.357,0.643,0.667,0.333,0.432,0.568
0021301197,1610612741,Bulls,CHI,Chicago,240:00,0.703,0.297,0.517,0.202,0.202,0.022,0.281,0.067,0.315,0.739,0.261,1.0,0.0,0.793,0.207
0021301198,1610612761,Raptors,TOR,Toronto,240:00,0.716,0.284,0.517,0.155,0.233,0.103,0.25,0.19,0.362,0.533,0.467,0.667,0.333,0.564,0.436
0021301198,1610612765,Pistons,DET,Detroit,240:00,0.762,0.238,0.561,0.093,0.14,0.131,0.299,0.121,0.467,0.667,0.333,1.0,0.0,0.714,0.286
0021301199,1610612753,Magic,ORL,Orlando,240:00,0.73,0.27,0.614,0.159,0.273,0.159,0.114,0.261,0.455,0.63,0.37,0.625,0.375,0.629,0.371
0021301199,1610612751,Nets,BKN,Brooklyn,240:00,0.603,0.397,0.454,0.124,0.371,0.113,0.175,0.268,0.33,0.5,0.5,1.0,0.0,0.676,0.324
0021301200,1610612760,Thunder,OKC,Oklahoma City,240:00,0.667,0.333,0.598,0.227,0.216,0.144,0.186,0.216,0.371,0.552,0.448,0.714,0.286,0.583,0.417
0021301200,1610612754,Pacers,IND,Indiana,240:00,0.722,0.278,0.569,0.176,0.265,0.098,0.167,0.078,0.392,0.552,0.448,0.778,0.222,0.605,0.395
0021301201,1610612757,Trail Blazers,POR,Portland,265:00,0.721,0.279,0.555,0.286,0.252,0.017,0.193,0.101,0.269,0.545,0.455,0.8,0.2,0.605,0.395
0021301201,1610612744,Warriors,GSW,Golden State,265:00,0.593,0.407,0.462,0.137,0.436,0.128,0.103,0.197,0.325,0.333,0.667,0.765,0.235,0.5,0.5
0021301202,1610612758,Kings,SAC,Sacramento,240:00,0.793,0.207,0.66,0.151,0.17,0.151,0.17,0.123,0.509,0.543,0.457,1.0,0.0,0.61,0.39
0021301202,1610612750,Timberwolves,MIN,Minnesota,240:00,0.75,0.25,0.544,0.097,0.204,0.097,0.252,0.165,0.447,0.714,0.286,0.857,0.143,0.743,0.257
0021301203,1610612763,Grizzlies,MEM,Memphis,240:00,0.83,0.17,0.667,0.196,0.235,0.088,0.098,0.176,0.471,0.676,0.324,0.75,0.25,0.69,0.31
0021301203,1610612747,Lakers,LAL,Los Angeles,240:00,0.663,0.338,0.533,0.156,0.367,0.344,0.1,0.189,0.378,0.75,0.25,1.0,0.0,0.829,0.171
0021301204,1610612755,76ers,PHI,Philadelphia,240:00,0.848,0.152,0.708,0.142,0.08,0.204,0.212,0.195,0.566,0.55,0.45,1.0,0.0,0.581,0.419
0021301204,1610612738,Celtics,BOS,Boston,240:00,0.721,0.279,0.574,0.241,0.25,0.074,0.176,0.139,0.333,0.581,0.419,0.889,0.111,0.65,0.35
0021301205,1610612761,Raptors,TOR,Toronto,240:00,0.605,0.395,0.436,0.091,0.382,0.045,0.182,0.127,0.345,0.542,0.458,0.857,0.143,0.658,0.342
0021301205,1610612749,Bucks,MIL,Milwaukee,240:00,0.863,0.137,0.64,0.14,0.18,0.11,0.18,0.22,0.5,0.563,0.438,0.5,0.5,0.553,0.447
0021301206,1610612764,Wizards,WAS,Washington,240:00,0.628,0.372,0.561,0.105,0.368,0.14,0.07,0.158,0.456,0.688,0.313,1.0,0.0,0.783,0.217
0021301206,1610612748,Heat,MIA,Miami,240:00,0.663,0.338,0.624,0.108,0.226,0.183,0.151,0.172,0.516,0.552,0.448,1.0,0.0,0.639,0.361
0021301207,1610612766,Bobcats,CHA,Charlotte,240:00,0.688,0.313,0.611,0.232,0.189,0.021,0.2,0.063,0.379,0.759,0.241,0.833,0.167,0.771,0.229
0021301207,1610612737,Hawks,ATL,Atlanta,240:00,0.62,0.38,0.559,0.172,0.258,0.043,0.183,0.14,0.387,0.808,0.192,0.75,0.25,0.794,0.206
0021301208,1610612753,Magic,ORL,Orlando,240:00,0.792,0.208,0.611,0.358,0.221,0.105,0.168,0.084,0.253,0.759,0.241,0.571,0.429,0.722,0.278
0021301208,1610612741,Bulls,CHI,Chicago,240:00,0.831,0.169,0.63,0.315,0.139,0.111,0.231,0.222,0.315,0.647,0.353,1.0,0.0,0.692,0.308
0021301209,1610612759,Spurs,SAS,San Antonio,240:00,0.809,0.191,0.714,0.286,0.122,0.102,0.163,0.061,0.429,0.6,0.4,0.75,0.25,0.615,0.385
0021301209,1610612745,Rockets,HOU,Houston,240:00,0.741,0.259,0.654,0.077,0.115,0.125,0.231,0.106,0.577,0.412,0.588,1.0,0.0,0.474,0.526
0021301210,1610612760,Thunder,OKC,Oklahoma City,240:00,0.584,0.416,0.494,0.135,0.303,0.191,0.202,0.135,0.36,0.636,0.364,0.778,0.222,0.677,0.323
0021301210,1610612740,Pelicans,NOP,New Orleans,240:00,0.633,0.367,0.515,0.079,0.267,0.178,0.218,0.188,0.436,0.423,0.577,0.889,0.111,0.543,0.457
0021301211,1610612762,Jazz,UTA,Utah,240:00,0.765,0.235,0.692,0.25,0.173,0.154,0.135,0.144,0.442,0.528,0.472,1.0,0.0,0.595,0.405
0021301211,1610612747,Lakers,LAL,Los Angeles,240:00,0.707,0.293,0.588,0.218,0.252,0.176,0.16,0.244,0.37,0.629,0.371,0.9,0.1,0.689,0.311
0021301212,1610612756,Suns,PHX,Phoenix,240:00,0.675,0.325,0.725,0.286,0.165,0.165,0.11,0.253,0.44,0.303,0.697,1.0,0.0,0.395,0.605
0021301212,1610612763,Grizzlies,MEM,Memphis,240:00,0.805,0.195,0.701,0.186,0.186,0.103,0.113,0.134,0.515,0.412,0.588,1.0,0.0,0.5,0.5
0021301213,1610612750,Timberwolves,MIN,Minnesota,240:00,0.815,0.185,0.583,0.117,0.2,0.192,0.217,0.142,0.467,0.829,0.171,1.0,0.0,0.86,0.14
0021301213,1610612744,Warriors,GSW,Golden State,240:00,0.634,0.366,0.523,0.062,0.346,0.115,0.131,0.246,0.462,0.676,0.324,0.533,0.467,0.633,0.367
0021301214,1610612752,Knicks,NYK,New York,240:00,0.687,0.313,0.385,0.073,0.303,0.11,0.312,0.193,0.312,0.286,0.714,0.818,0.182,0.469,0.531
0021301214,1610612751,Nets,BKN,Brooklyn,240:00,0.667,0.333,0.469,0.02,0.306,0.102,0.224,0.224,0.449,0.652,0.348,1.0,0.0,0.758,0.242
0021301215,1610612746,Clippers,LAC,Los Angeles,240:00,0.711,0.289,0.598,0.239,0.231,0.12,0.171,0.179,0.359,0.571,0.429,1.0,0.0,0.659,0.341
0021301215,1610612743,Nuggets,DEN,Denver,240:00,0.646,0.354,0.514,0.038,0.229,0.133,0.257,0.219,0.476,0.519,0.481,0.75,0.25,0.571,0.429
0021301216,1610612763,Grizzlies,MEM,Memphis,265:00,0.773,0.227,0.717,0.17,0.142,0.057,0.142,0.113,0.547,0.526,0.474,1.0,0.0,0.581,0.419
0021301216,1610612742,Mavericks,DAL,Dallas,265:00,0.674,0.326,0.686,0.286,0.229,0.038,0.086,0.181,0.4,0.417,0.583,0.875,0.125,0.5,0.5
0021301217,1610612749,Bucks,MIL,Milwaukee,240:00,0.766,0.234,0.641,0.117,0.204,0.136,0.155,0.136,0.524,0.606,0.394,0.714,0.286,0.625,0.375
0021301217,1610612737,Hawks,ATL,Atlanta,240:00,0.684,0.316,0.595,0.144,0.216,0.153,0.189,0.216,0.45,0.697,0.303,0.75,0.25,0.707,0.293
0021301218,1610612762,Jazz,UTA,Utah,290:00,0.778,0.222,0.691,0.221,0.132,0.154,0.176,0.147,0.471,0.511,0.489,1.0,0.0,0.566,0.434
0021301218,1610612750,Timberwolves,MIN,Minnesota,290:00,0.742,0.258,0.492,0.062,0.185,0.231,0.323,0.192,0.431,0.5,0.5,1.0,0.0,0.6,0.4
0021301219,1610612740,Pelicans,NOP,New Orleans,240:00,0.854,0.146,0.705,0.133,0.171,0.162,0.124,0.133,0.571,0.541,0.459,0.667,0.333,0.558,0.442
0021301219,1610612745,Rockets,HOU,Houston,240:00,0.63,0.37,0.42,0.06,0.42,0.18,0.16,0.18,0.36,0.476,0.524,0.929,0.071,0.657,0.343
0021301220,1610612760,Thunder,OKC,Oklahoma City,240:00,0.733,0.267,0.589,0.071,0.134,0.179,0.277,0.223,0.518,0.576,0.424,0.8,0.2,0.605,0.395
0021301220,1610612765,Pistons,DET,Detroit,240:00,0.771,0.229,0.613,0.126,0.216,0.027,0.171,0.126,0.486,0.412,0.588,0.75,0.25,0.476,0.524
0021301221,1610612759,Spurs,SAS,San Antonio,240:00,0.697,0.303,0.62,0.24,0.3,0.16,0.08,0.06,0.38,0.516,0.484,0.9,0.1,0.61,0.39
0021301221,1610612747,Lakers,LAL,Los Angeles,240:00,0.703,0.297,0.602,0.159,0.292,0.133,0.106,0.106,0.442,0.588,0.412,0.818,0.182,0.644,0.356
0021301222,1610612764,Wizards,WAS,Washington,240:00,0.795,0.205,0.746,0.271,0.153,0.085,0.102,0.127,0.475,0.455,0.545,1.0,0.0,0.52,0.48
0021301222,1610612738,Celtics,BOS,Boston,240:00,0.643,0.357,0.627,0.196,0.206,0.147,0.167,0.176,0.431,0.563,0.438,0.857,0.143,0.615,0.385
