GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
0021200021,1610612762,Jazz,UTA,Utah,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200021,1610612740,Hornets,NOH,New Orleans,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200022,1610612757,Trail Blazers,POR,Portland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200022,1610612760,Thunder,OKC,Oklahoma City,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200023,1610612758,Kings,SAC,Sacramento,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200023,1610612750,Timberwolves,MIN,Minnesota,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200024,1610612756,Suns,PHX,Phoenix,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200024,1610612765,Pistons,DET,Detroit,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200025,1610612747,Lakers,LAL,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200025,1610612746,Clippers,LAC,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200026,1610612763,Grizzlies,MEM,Memphis,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200026,1610612744,Warriors,GSW,Golden State,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200027,1610612764,Wizards,WAS,Washington,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200027,1610612738,Celtics,BOS,Boston,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200028,1610612758,Kings,SAC,Sacramento,290:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200028,1610612754,Pacers,IND,Indiana,290:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200029,1610612761,Raptors,TOR,Toronto,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200029,1610612751,Nets,BKN,Brooklyn,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200030,1610612748,Heat,MIA,Miami,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200030,1610612743,Nuggets,DEN,Denver,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200031,1610612740,Hornets,NOH,New Orleans,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200031,1610612741,Bulls,CHI,Chicago,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200032,1610612757,Trail Blazers,POR,Portland,265:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200032,1610612745,Rockets,HOU,Houston,265:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200033,1610612749,Bucks,MIL,Milwaukee,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200033,1610612739,Cavaliers,CLE,Cleveland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200034,1610612742,Mavericks,DAL,Dallas,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200034,1610612766,Bobcats,CHA,Charlotte,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200035,1610612762,Jazz,UTA,Utah,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200035,1610612759,Spurs,SAS,San Antonio,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200036,1610612746,Clippers,LAC,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200036,1610612744,Warriors,GSW,Golden State,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200037,1610612755,76ers,PHI,Philadelphia,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200037,1610612752,Knicks,NYK,New York,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200038,1610612761,Raptors,TOR,Toronto,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200038,1610612750,Timberwolves,MIN,Minnesota,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200039,1610612756,Suns,PHX,Phoenix,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200039,1610612753,Magic,ORL,Orlando,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200040,1610612760,Thunder,OKC,Oklahoma City,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200040,1610612737,Hawks,ATL,Atlanta,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200041,1610612747,Lakers,LAL,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200041,1610612765,Pistons,DET,Detroit,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200042,1610612755,76ers,PHI,Philadelphia,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200042,1610612752,Knicks,NYK,New York,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200043,1610612750,Timberwolves,MIN,Minnesota,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200043,1610612751,Nets,BKN,Brooklyn,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200044,1610612756,Suns,PHX,Phoenix,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200044,1610612748,Heat,MIA,Miami,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200045,1610612762,Jazz,UTA,Utah,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200045,1610612763,Grizzlies,MEM,Memphis,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200046,1610612757,Trail Blazers,POR,Portland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200046,1610612742,Mavericks,DAL,Dallas,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200047,1610612759,Spurs,SAS,San Antonio,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200047,1610612754,Pacers,IND,Indiana,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200048,1610612758,Kings,SAC,Sacramento,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200048,1610612744,Warriors,GSW,Golden State,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200049,1610612746,Clippers,LAC,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200049,1610612739,Cavaliers,CLE,Cleveland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200050,1610612753,Magic,ORL,Orlando,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200050,1610612741,Bulls,CHI,Chicago,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200051,1610612761,Raptors,TOR,Toronto,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200051,1610612760,Thunder,OKC,Oklahoma City,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200052,1610612765,Pistons,DET,Detroit,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200052,1610612743,Nuggets,DEN,Denver,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200053,1610612756,Suns,PHX,Phoenix,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200053,1610612766,Bobcats,CHA,Charlotte,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200054,1610612764,Wizards,WAS,Washington,265:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200054,1610612738,Celtics,BOS,Boston,265:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200055,1610612754,Pacers,IND,Indiana,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200055,1610612737,Hawks,ATL,Atlanta,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200056,1610612748,Heat,MIA,Miami,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200056,1610612751,Nets,BKN,Brooklyn,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200057,1610612749,Bucks,MIL,Milwaukee,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200057,1610612763,Grizzlies,MEM,Memphis,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200058,1610612755,76ers,PHI,Philadelphia,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200058,1610612740,Hornets,NOH,New Orleans,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200059,1610612745,Rockets,HOU,Houston,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200059,1610612743,Nuggets,DEN,Denver,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200060,1610612753,Magic,ORL,Orlando,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200060,1610612750,Timberwolves,MIN,Minnesota,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200061,1610612761,Raptors,TOR,Toronto,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200061,1610612742,Mavericks,DAL,Dallas,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200062,1610612762,Jazz,UTA,Utah,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200062,1610612747,Lakers,LAL,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200063,1610612758,Kings,SAC,Sacramento,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200063,1610612765,Pistons,DET,Detroit,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200064,1610612759,Spurs,SAS,San Antonio,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200064,1610612746,Clippers,LAC,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200065,1610612744,Warriors,GSW,Golden State,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200065,1610612739,Cavaliers,CLE,Cleveland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200066,1610612760,Thunder,OKC,Oklahoma City,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200066,1610612741,Bulls,CHI,Chicago,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200067,1610612757,Trail Blazers,POR,Portland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200067,1610612746,Clippers,LAC,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200068,1610612764,Wizards,WAS,Washington,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200068,1610612749,Bucks,MIL,Milwaukee,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200069,1610612753,Magic,ORL,Orlando,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200069,1610612751,Nets,BKN,Brooklyn,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200070,1610612755,76ers,PHI,Philadelphia,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200070,1610612738,Celtics,BOS,Boston,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200071,1610612752,Knicks,NYK,New York,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200071,1610612742,Mavericks,DAL,Dallas,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200072,1610612748,Heat,MIA,Miami,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200072,1610612737,Hawks,ATL,Atlanta,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200073,1610612763,Grizzlies,MEM,Memphis,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200073,1610612745,Rockets,HOU,Houston,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200074,1610612740,Hornets,NOH,New Orleans,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200074,1610612766,Bobcats,CHA,Charlotte,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200075,1610612760,Thunder,OKC,Oklahoma City,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200075,1610612765,Pistons,DET,Detroit,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200076,1610612750,Timberwolves,MIN,Minnesota,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200076,1610612754,Pacers,IND,Indiana,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200077,1610612756,Suns,PHX,Phoenix,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200077,1610612739,Cavaliers,CLE,Cleveland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200078,1610612759,Spurs,SAS,San Antonio,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200078,1610612758,Kings,SAC,Sacramento,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200079,1610612762,Jazz,UTA,Utah,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200079,1610612743,Nuggets,DEN,Denver,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200080,1610612747,Lakers,LAL,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200080,1610612744,Warriors,GSW,Golden State,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200081,1610612761,Raptors,TOR,Toronto,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200081,1610612755,76ers,PHI,Philadelphia,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200082,1610612764,Wizards,WAS,Washington,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200082,1610612754,Pacers,IND,Indiana,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200083,1610612742,Mavericks,DAL,Dallas,265:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200083,1610612766,Bobcats,CHA,Charlotte,265:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200084,1610612750,Timberwolves,MIN,Minnesota,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200084,1610612741,Bulls,CHI,Chicago,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200085,1610612745,Rockets,HOU,Houston,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200085,1610612765,Pistons,DET,Detroit,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200086,1610612749,Bucks,MIL,Milwaukee,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200086,1610612738,Celtics,BOS,Boston,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200087,1610612762,Jazz,UTA,Utah,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200087,1610612756,Suns,PHX,Phoenix,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200088,1610612759,Spurs,SAS,San Antonio,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200088,1610612757,Trail Blazers,POR,Portland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200089,1610612744,Warriors,GSW,Golden State,290:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200089,1610612743,Nuggets,DEN,Denver,290:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200090,1610612753,Magic,ORL,Orlando,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200090,1610612751,Nets,BKN,Brooklyn,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200091,1610612746,Clippers,LAC,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200091,1610612737,Hawks,ATL,Atlanta,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200092,1610612748,Heat,MIA,Miami,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200092,1610612763,Grizzlies,MEM,Memphis,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200093,1610612760,Thunder,OKC,Oklahoma City,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200093,1610612739,Cavaliers,CLE,Cleveland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200094,1610612758,Kings,SAC,Sacramento,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200094,1610612747,Lakers,LAL,Los Angeles,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200095,1610612762,Jazz,UTA,Utah,315:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200095,1610612761,Raptors,TOR,Toronto,315:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200096,1610612755,76ers,PHI,Philadelphia,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200096,1610612749,Bucks,MIL,Milwaukee,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200097,1610612760,Thunder,OKC,Oklahoma City,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200097,1610612765,Pistons,DET,Detroit,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200098,1610612741,Bulls,CHI,Chicago,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200098,1610612738,Celtics,BOS,Boston,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200099,1610612748,Heat,MIA,Miami,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200099,1610612745,Rockets,HOU,Houston,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200100,1610612750,Timberwolves,MIN,Minnesota,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200100,1610612742,Mavericks,DAL,Dallas,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200101,1610612756,Suns,PHX,Phoenix,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200101,1610612743,Nuggets,DEN,Denver,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200102,1610612757,Trail Blazers,POR,Portland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200102,1610612737,Hawks,ATL,Atlanta,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200103,1610612764,Wizards,WAS,Washington,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200103,1610612766,Bobcats,CHA,Charlotte,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200104,1610612753,Magic,ORL,Orlando,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200104,1610612752,Knicks,NYK,New York,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200105,1610612761,Raptors,TOR,Toronto,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200105,1610612754,Pacers,IND,Indiana,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0021200106,1610612739,Cavaliers,CLE,Cleveland,240:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
